id,name,imageUrl,category,location,Count,tasks,order
p20.1,COOP ソフトパックティッシュ 200組×5,https://goods.jccu.coop/lineup/com-images/00230406.jpg,ティッシュ,トイレ用品,8,,19.1
p21,クリネックスティッシュ 180組x5個,https://tse2.mm.bing.net/th/id/OIP.N-jpSJmvbGmzWI_hzv2NjAHaHa?cb=thfc1&rs=1&pid=ImgDetMain&o=7&rm=3,ティッシュ,トイレ用品,4,,20
p22,スコッティ ティシュー フラワーボックス,https://scottie.crecia.jp/assets/images/flowerbox/img-10.jpg,ティッシュ,トイレ用品,4,,21
p23,王子ネピア ネピネピティッシュ 150組✕5コ,https://www.nepia.co.jp/images/product/homeuse/tissu/nepinepi/nepinepi_02.png,ティッシュ,トイレ用品,4,,22
p24,王子ネピア ネピネピティッシュ 200組✕5コ,https://www.nepia.co.jp/images/product/homeuse/tissu/nepinepi/nepinepi_04.png,ティッシュ,トイレ用品,4,,23
p25,ネピア プレミアムソフト トイレットロール 1.5倍巻 8ロールダブル 45m巻,https://d2w53g1q050m78.cloudfront.net/shopenepiacom/ec_assets/2b76265ff443420ac144ebf1c280a2cd9ec419f8-original.?1714105584,トイレットペーパー,トイレ用品,2,,24
p26,ネピア プレミアムソフト トイレットロール 1.5倍巻 8ロールシングル 82.5m巻,https://d2w53g1q050m78.cloudfront.net/shopenepiacom/ec_assets/348d85aba7d7365868268198d1d941ea53dc62d8-original.?1714105582,トイレットペーパー,トイレ用品,2,,25
p12,クリネックス 長持ち 8ロール （ダブル）,https://m.media-amazon.com/images/I/71af1N3fn8L._AC_SY300_SX300_QL70_ML2_.jpg,トイレットペーパー,トイレ用品,2,,26
p13,クリネックス 長持ち 8ロール （シングル）,https://m.media-amazon.com/images/I/71pbZ3BibnL._AC_SL1500_.jpg,トイレットペーパー,トイレ用品,2,,27
p29,スコッティ フラワーパック1.5倍長持ち 8ロール（ダブル）,https://m.media-amazon.com/images/I/61R3JhQSpxL._AC_SY300_SX300_QL70_ML2_.jpg,トイレットペーパー,トイレ用品,2,,28
p30,スコッティ フラワーパック1.5倍長持ち 8ロール（シングル）,https://m.media-amazon.com/images/I/61kBNKOymJL._AC_SY300_SX300_QL70_ML2_.jpg,トイレットペーパー,トイレ用品,2,,29
p31,COOP めっちゃ長い トイレットペーパー 250m✕4ロール,https://goods.jccu.coop/lineup/com-images/00226197.jpg,トイレットペーパー,トイレ用品,5,,30
p32,COOP ワンタッチ芯までロール 114mm✕75mW✕6R,https://household.jccu.coop/items_image/4902220028986.jpg,トイレットペーパー,トイレ用品,5,,31
p33,COOP やわらかワンタッチコアノン ダブル 65m✕6ロール,https://goods.jccu.coop/lineup/com-images/00225700.jpg,トイレットペーパー,トイレ用品,5,,32
p34,COOP コアノンロールダブル 75m✕6ロール,https://goods.jccu.coop/lineup/com-images/00225410.jpg,トイレットペーパー,トイレ用品,5,,33
p35,エリエール 消臭プラス トイレットティシュー,https://jp.images-monotaro.com/Monotaro3/pi/full/mono28720503-220524-02.jpg,トイレットペーパー,トイレ用品,3,,34
p36,ネピア ネピネピ トイレットロール 1.5倍巻75m(シングル) ,https://m.media-amazon.com/images/I/613MG-H1NZL._AC_SL1500_.jpg,トイレットペーパー,トイレ用品,4,,35
p37,ネピア ネピネピ トイレットロール 1.5倍巻37.5m(ダブル),https://m.media-amazon.com/images/I/61fdh-Y23bL._AC_SL1500_.jpg,トイレットペーパー,トイレ用品,4,,36
d37.1,ネピア ネピネピ トイレットロール 12ロール ダブル 25m巻き,https://m.media-amazon.com/images/I/614CSI6K7VL._AC_SX569_.jpg,トイレットペーパー,トイレ用品,2,,36.1
d37.2,ネピア ネピネピ トイレットロール 12ロール シングル 25m巻き,https://m.media-amazon.com/images/I/61-ZsIGd-pL._AC_SX569_.jpg,トイレットペーパー,トイレ用品,2,,36.2
p38,ネピアネピネピメイトトイレットロール 2倍巻【シングル】100m：12ロール,https://tse4.mm.bing.net/th/id/OIP.ZSRyj4VoaTQjrW48eFOemQHaHa?cb=thfc1&rs=1&pid=ImgDetMain&o=7&rm=3,トイレットペーパー,トイレ用品,3,,37
p39,ネピアネピネピメイトトイレットロール 2倍巻【ダブル】50m：12ロール,https://tse1.mm.bing.net/th/id/OIP.mr3kd4SxYISzG_fFLHVemQHaHa?cb=thfc1&rs=1&pid=ImgDetMain&o=7&rm=3,トイレットペーパー,トイレ用品,3,,38
p40,さくら コンパクト 1200枚✕10個,https://m.media-amazon.com/images/I/81DfBMd9eZL._AC_SY300_SX300_QL70_ML2_.jpg,トイレットペーパー,トイレ用品,4,,39
p41,ナクレ ダブル 12R,https://m.media-amazon.com/images/I/61npQULPAXL._AC_SL1000_.jpg,トイレットペーパー,トイレ用品,4,,40
p42,ナクレ シングル 12R,https://shop.r10s.jp/f034614-otsuchicho/cabinet/09385617/0tsuchi01159_item.jpg?qu554501,トイレットペーパー,トイレ用品,4,,41
p10,エコカラー 花束 ピンク 12ロール ダブル,https://tse1.mm.bing.net/th/id/OIP.f9qPFGbNZqN1fwk4q_9zOQAAAA?cb=thfc1&rs=1&pid=ImgDetMain&o=7&rm=3,トイレットペーパー,トイレ用品,4,,42
p11,COOP トイレットロール ダブル 30m✕12ロール,https://goods.jccu.coop/lineup/com-images/00171791.jpg,トイレットペーパー,トイレ用品,4,,43
p45,COOP コアノンロールシングル 150m✕6ロール,https://goods.jccu.coop/lineup/com-images/00224800.jpg,トイレットペーパー,トイレ用品,8,,44
p46,COOP やわらかワンタッチコアノン シングル 130m✕6ロール,https://goods.jccu.coop/lineup/com-images/00225609.jpg,トイレットペーパー,トイレ用品,8,,45
p47,COOP ワンタッチ芯までロール 114mm✕150m✕6R,https://goods.jccu.coop/lineup/com-images/00212518.jpg,トイレットペーパー,トイレ用品,8,,46
